year,round,round_type,home_team,away_team,ground_condition,weather_condition,main_ref,fields_shifted,team,opponent,is_home,team_time_in_possession,team_all_runs,team_all_run_metres,team_post_contact_metres,team_line_breaks,team_tackle_breaks,team_offloads,team_kicks,team_kicking_metres,team_tackles_made,team_missed_tackles,team_errors,team_penalties_conceded,team_interchanges_used,team_completion_rate_pct,team_avg_play_ball_speed_s,team_kick_defusal_pct,team_effective_tackle_pct,team_tries,opp_time_in_possession,opp_all_runs,opp_all_run_metres,opp_post_contact_metres,opp_line_breaks,opp_tackle_breaks,opp_offloads,opp_kicks,opp_kicking_metres,opp_tackles_made,opp_missed_tackles,opp_errors,opp_penalties_conceded,opp_interchanges_used,opp_completion_rate_pct,opp_avg_play_ball_speed_s,opp_kick_defusal_pct,opp_effective_tackle_pct,opp_tries
2022,1,regular,Raiders,Sharks,Good,Fine,Ben Cummins,False,Sharks,Raiders,False,24:26,161.0,1296.0,376.0,4.0,29.0,12.0,14.0,340.0,327.0,44.0,12.0,7.0,1.0,67.0,3.56,30.0,80.54,3.0,27:48,206.0,1429.0,425.0,3.0,44.0,23.0,14.0,377.0,298.0,29.0,13.0,5.0,0.0,70.0,3.67,57.0,85.39,4.0
2022,1,regular,Broncos,Rabbitohs,Good,Fine,Ashley Klein,False,Broncos,Rabbitohs,True,29:23,180.0,1632.0,536.0,2.0,24.0,12.0,24.0,666.0,19.0,2.0,5.0,4.0,7.0,83.0,3.63,100.0,91.24,2.0,27:08,191.0,1580.0,546.0,2.0,19.0,9.0,15.0,416.0,24.0,0.0,7.0,1.0,8.0,66.0,3.78,55.0,89.36,1.0
2022,1,regular,Broncos,Rabbitohs,Good,Fine,Ashley Klein,False,Rabbitohs,Broncos,False,27:08,191.0,1580.0,546.0,2.0,19.0,9.0,15.0,416.0,24.0,0.0,7.0,1.0,8.0,66.0,3.78,55.0,89.36,1.0,29:23,180.0,1632.0,536.0,2.0,24.0,12.0,24.0,666.0,19.0,2.0,5.0,4.0,7.0,83.0,3.63,100.0,91.24,2.0
2022,1,regular,Roosters,Knights,Good,Fine,Gerard Sutton,False,Roosters,Knights,True,26:27,171.0,1418.0,558.0,0.0,13.0,5.0,19.0,505.0,392.0,35.0,12.0,7.0,2.0,66.0,3.51,78.0,88.09,1.0,31:00,199.0,1802.0,733.0,7.0,35.0,12.0,22.0,600.0,329.0,13.0,11.0,7.0,0.0,76.0,4.13,82.0,92.94,4.0
2022,1,regular,Roosters,Knights,Good,Fine,Gerard Sutton,False,Knights,Roosters,False,31:00,199.0,1802.0,733.0,7.0,35.0,12.0,22.0,600.0,329.0,13.0,11.0,7.0,0.0,76.0,4.13,82.0,92.94,4.0,26:27,171.0,1418.0,558.0,0.0,13.0,5.0,19.0,505.0,392.0,35.0,12.0,7.0,2.0,66.0,3.51,78.0,88.09,1.0
2022,1,regular,Warriors,Dragons,Good,Fine,Peter Gough,False,Warriors,Dragons,True,22:38,147.0,1298.0,522.0,4.0,23.0,9.0,17.0,543.0,359.0,35.0,8.0,2.0,0.0,69.0,3.5,90.0,89.53,3.0,27:11,180.0,1652.0,663.0,6.0,35.0,4.0,16.0,399.0,257.0,23.0,4.0,3.0,1.0,78.0,4.13,67.0,86.82,5.0
2022,1,regular,Warriors,Dragons,Good,Fine,Peter Gough,False,Dragons,Warriors,False,27:11,180.0,1652.0,663.0,6.0,35.0,4.0,16.0,399.0,257.0,23.0,4.0,3.0,1.0,78.0,4.13,67.0,86.82,5.0,22:38,147.0,1298.0,522.0,4.0,23.0,9.0,17.0,543.0,359.0,35.0,8.0,2.0,0.0,69.0,3.5,90.0,89.53,3.0
2022,1,regular,Wests Tigers,Storm,Good,Fine,Chris Sutton,False,Wests Tigers,Storm,True,25:46,175.0,1493.0,498.0,2.0,26.0,13.0,15.0,397.0,277.0,21.0,11.0,7.0,7.0,74.0,3.19,67.0,89.07,3.0,21:29,140.0,1287.0,414.0,5.0,21.0,8.0,17.0,468.0,312.0,26.0,9.0,9.0,8.0,80.0,3.42,38.0,86.91,5.0
2022,1,regular,Wests Tigers,Storm,Good,Fine,Chris Sutton,False,Storm,Wests Tigers,False,21:29,140.0,1287.0,414.0,5.0,21.0,8.0,17.0,468.0,312.0,26.0,9.0,9.0,8.0,80.0,3.42,38.0,86.91,5.0,25:46,175.0,1493.0,498.0,2.0,26.0,13.0,15.0,397.0,277.0,21.0,11.0,7.0,7.0,74.0,3.19,67.0,89.07,3.0
2022,1,regular,Eels,Titans,Good,Fine,Grant Atkins,False,Eels,Titans,True,26:02,171.0,1574.0,499.0,4.0,31.0,10.0,20.0,480.0,7.0,265.0,7.0,8.0,7.0,77.0,3.65,67.0,86.89,5.0,20:57,128.0,1170.0,387.0,5.0,33.0,3.0,14.0,477.0,2.0,294.0,13.0,12.0,8.0,67.0,3.71,86.0,86.98,5.0
2022,1,regular,Eels,Titans,Good,Fine,Grant Atkins,False,Titans,Eels,False,20:57,128.0,1170.0,387.0,5.0,33.0,3.0,14.0,477.0,2.0,294.0,13.0,12.0,8.0,67.0,3.71,86.0,86.98,5.0,26:02,171.0,1574.0,499.0,4.0,31.0,10.0,20.0,480.0,7.0,265.0,7.0,8.0,7.0,77.0,3.65,67.0,86.89,5.0
2022,1,regular,Cowboys,Bulldogs,Good,Fine,Ben Cummins,False,Cowboys,Bulldogs,True,29:28,186.0,1923.0,663.0,2.0,28.0,2.0,17.0,450.0,387.0,19.0,7.0,1.0,0.0,68.0,4.02,67.0,93.25,1.0,29:29,191.0,1831.0,606.0,3.0,19.0,4.0,21.0,629.0,364.0,28.0,8.0,0.0,1.0,76.0,3.43,78.0,92.15,1.0
2022,1,regular,Cowboys,Bulldogs,Good,Fine,Ben Cummins,False,Bulldogs,Cowboys,False,29:29,191.0,1831.0,606.0,3.0,19.0,4.0,21.0,629.0,364.0,28.0,8.0,0.0,1.0,76.0,3.43,78.0,92.15,1.0,29:28,186.0,1923.0,663.0,2.0,28.0,2.0,17.0,450.0,387.0,19.0,7.0,1.0,0.0,68.0,4.02,67.0,93.25,1.0
2023,1,regular,Eels,Storm,,,Ashley Klein,False,Eels,Storm,True,32:08,210.0,1701.0,581.0,3.0,37.0,16.0,26.0,892.0,337.0,30.0,12.0,6.0,0.0,80.0,3.82,82.0,85.53,2.0,29:18,200.0,1949.0,524.0,5.0,30.0,13.0,20.0,616.0,404.0,37.0,11.0,6.0,2.0,79.0,2.98,57.0,85.41,3.0
2023,1,regular,Eels,Storm,,,Ashley Klein,False,Storm,Eels,False,29:18,200.0,1949.0,524.0,5.0,30.0,13.0,20.0,616.0,404.0,37.0,11.0,6.0,2.0,79.0,2.98,57.0,85.41,3.0,32:08,210.0,1701.0,581.0,3.0,37.0,16.0,26.0,892.0,337.0,30.0,12.0,6.0,0.0,80.0,3.82,82.0,85.53,2.0
2023,1,regular,Warriors,Knights,,,Chris Sutton,False,Warriors,Knights,True,25:58,177.0,1665.0,326.0,8.0,31.0,9.0,18.0,402.0,323.0,32.0,8.0,2.0,0.0,87.0,3.21,89.0,88.98,4.0,26:38,181.0,1421.0,339.0,2.0,32.0,4.0,17.0,457.0,325.0,31.0,8.0,1.0,1.0,78.0,3.91,58.0,87.84,2.0
2023,1,regular,Warriors,Knights,,,Chris Sutton,False,Knights,Warriors,False,26:38,181.0,1421.0,339.0,2.0,32.0,4.0,17.0,457.0,325.0,31.0,8.0,1.0,1.0,78.0,3.91,58.0,87.84,2.0,25:58,177.0,1665.0,326.0,8.0,31.0,9.0,18.0,402.0,323.0,32.0,8.0,2.0,0.0,87.0,3.21,89.0,88.98,4.0
2023,1,regular,Panthers,Broncos,,,Gerard Sutton,False,Panthers,Broncos,True,31:52,215.0,2013.0,856.0,2.0,37.0,9.0,21.0,444.0,376.0,33.0,11.0,5.0,0.0,78.0,3.77,40.0,90.6,2.0,27:29,173.0,1660.0,694.0,2.0,33.0,4.0,24.0,689.0,357.0,37.0,12.0,4.0,2.0,76.0,3.21,93.0,87.5,2.0
2023,1,regular,Panthers,Broncos,,,Gerard Sutton,False,Broncos,Panthers,False,27:29,173.0,1660.0,694.0,2.0,33.0,4.0,24.0,689.0,357.0,37.0,12.0,4.0,2.0,76.0,3.21,93.0,87.5,2.0,31:52,215.0,2013.0,856.0,2.0,37.0,9.0,21.0,444.0,376.0,33.0,11.0,5.0,0.0,78.0,3.77,40.0,90.6,2.0
2023,1,regular,Sea Eagles,Bulldogs,,,Grant Atkins,False,Sea Eagles,Bulldogs,True,29:54,174.0,1670.0,584.0,6.0,29.0,6.0,26.0,559.0,281.0,24.0,11.0,4.0,7.0,77.0,3.56,43.0,88.36,5.0,24:32,163.0,1282.0,493.0,1.0,24.0,8.0,21.0,529.0,352.0,29.0,15.0,9.0,8.0,65.0,3.81,48.0,90.96,1.0
2023,1,regular,Sea Eagles,Bulldogs,,,Grant Atkins,False,Bulldogs,Sea Eagles,False,24:32,163.0,1282.0,493.0,1.0,24.0,8.0,21.0,529.0,352.0,29.0,15.0,9.0,8.0,65.0,3.81,48.0,90.96,1.0,29:54,174.0,1670.0,584.0,6.0,29.0,6.0,26.0,559.0,281.0,24.0,11.0,4.0,7.0,77.0,3.56,43.0,88.36,5.0
2023,1,regular,Cowboys,Raiders,,,Adam Gee,False,Cowboys,Raiders,True,28:16,176.0,1815.0,477.0,2.0,39.0,4.0,23.0,456.0,301.0,29.0,5.0,1.0,0.0,87.0,3.66,50.0,87.76,3.0,23:33,146.0,1419.0,520.0,3.0,29.0,8.0,22.0,631.0,338.0,39.0,6.0,1.0,1.0,77.0,3.81,71.0,87.79,3.0
2023,1,regular,Cowboys,Raiders,,,Adam Gee,False,Raiders,Cowboys,False,23:33,146.0,1419.0,520.0,3.0,29.0,8.0,22.0,631.0,338.0,39.0,6.0,1.0,1.0,77.0,3.81,71.0,87.79,3.0,28:16,176.0,1815.0,477.0,2.0,39.0,4.0,23.0,456.0,301.0,29.0,5.0,1.0,0.0,87.0,3.66,50.0,87.76,3.0
2023,1,regular,Sharks,Rabbitohs,,,Todd Smith,False,Sharks,Rabbitohs,True,25:34,167.0,1706.0,582.0,4.0,23.0,6.0,22.0,578.0,355.0,52.0,5.0,1.0,1.0,64.0,3.12,50.0,84.73,3.0,29:16,185.0,1998.0,622.0,6.0,52.0,4.0,21.0,550.0,339.0,23.0,5.0,0.0,0.0,75.0,3.85,33.0,91.37,4.0
2023,1,regular,Sharks,Rabbitohs,,,Todd Smith,False,Rabbitohs,Sharks,False,29:16,185.0,1998.0,622.0,6.0,52.0,4.0,21.0,550.0,339.0,23.0,5.0,0.0,0.0,75.0,3.85,33.0,91.37,4.0,25:34,167.0,1706.0,582.0,4.0,23.0,6.0,22.0,578.0,355.0,52.0,5.0,1.0,1.0,64.0,3.12,50.0,84.73,3.0
2023,1,regular,Dolphins,Roosters,,,Chris Butler,False,Dolphins,Roosters,True,29:44,212.0,1809.0,482.0,5.0,32.0,13.0,18.0,481.0,336.0,33.0,2.0,0.0,0.0,78.0,3.79,67.0,88.89,5.0,24:19,166.0,1435.0,491.0,5.0,33.0,6.0,17.0,474.0,348.0,32.0,7.0,1.0,1.0,68.0,3.81,44.0,86.57,3.0
2023,1,regular,Dolphins,Roosters,,,Chris Butler,False,Roosters,Dolphins,False,24:19,166.0,1435.0,491.0,5.0,33.0,6.0,17.0,474.0,348.0,32.0,7.0,1.0,1.0,68.0,3.81,44.0,86.57,3.0,29:44,212.0,1809.0,482.0,5.0,32.0,13.0,18.0,481.0,336.0,33.0,2.0,0.0,0.0,78.0,3.79,67.0,88.89,5.0
2023,1,regular,Wests Tigers,Titans,,,Peter Gough,False,Wests Tigers,Titans,True,29:14,207.0,1999.0,800.0,6.0,47.0,20.0,15.0,344.0,291.0,33.0,14.0,3.0,0.0,71.0,4.19,50.0,87.92,2.0,22:57,156.0,1711.0,571.0,2.0,33.0,4.0,20.0,571.0,331.0,47.0,9.0,9.0,1.0,75.0,3.64,67.0,80.93,4.0
2023,1,regular,Wests Tigers,Titans,,,Peter Gough,False,Titans,Wests Tigers,False,22:57,156.0,1711.0,571.0,2.0,33.0,4.0,20.0,571.0,331.0,47.0,9.0,9.0,1.0,75.0,3.64,67.0,80.93,4.0,29:14,207.0,1999.0,800.0,6.0,47.0,20.0,15.0,344.0,291.0,33.0,14.0,3.0,0.0,71.0,4.19,50.0,87.92,2.0
2024,1,regular,Sea Eagles,Rabbitohs,Good,,Ashley Klein,False,Sea Eagles,Rabbitohs,True,26:17,208.0,1870.0,485.0,7.0,31.0,8.0,21.0,555.0,330.0,38.0,14.0,1.0,8.0,78.0,3.64,100.0,87.07,6.0,25:45,206.0,1645.0,483.0,5.0,38.0,4.0,21.0,769.0,308.0,31.0,11.0,5.0,8.0,80.0,3.49,50.0,88.0,5.0
2024,1,regular,Sea Eagles,Rabbitohs,Good,,Ashley Klein,False,Rabbitohs,Sea Eagles,False,25:45,206.0,1645.0,483.0,5.0,38.0,4.0,21.0,769.0,308.0,31.0,11.0,5.0,8.0,80.0,3.49,50.0,88.0,5.0,26:17,208.0,1870.0,485.0,7.0,31.0,8.0,21.0,555.0,330.0,38.0,14.0,1.0,8.0,78.0,3.64,100.0,87.07,6.0
2024,1,regular,Roosters,Broncos,Good,,Adam Gee,False,Roosters,Broncos,True,31:14,213.0,1814.0,620.0,4.0,34.0,14.0,25.0,720.0,337.0,31.0,8.0,7.0,8.0,81.0,3.32,77.0,87.76,3.0,27:42,207.0,1783.0,585.0,1.0,31.0,11.0,23.0,584.0,352.0,34.0,15.0,5.0,8.0,77.0,3.33,69.0,86.27,2.0
2024,1,regular,Roosters,Broncos,Good,,Adam Gee,False,Broncos,Roosters,False,27:42,207.0,1783.0,585.0,1.0,31.0,11.0,23.0,584.0,352.0,34.0,15.0,5.0,8.0,77.0,3.33,69.0,86.27,2.0,31:14,213.0,1814.0,620.0,4.0,34.0,14.0,25.0,720.0,337.0,31.0,8.0,7.0,8.0,81.0,3.32,77.0,87.76,3.0
2024,1,regular,Knights,Raiders,Good,,Todd Smith,False,Knights,Raiders,True,25:19,184.0,1625.0,518.0,4.0,27.0,7.0,17.0,494.0,23.0,20.0,1.0,1.0,8.0,68.0,3.45,55.0,90.27,2.0,31:18,213.0,1667.0,573.0,4.0,23.0,10.0,26.0,842.0,27.0,13.0,1.0,1.0,7.0,90.0,3.35,71.0,89.07,5.0
2024,1,regular,Knights,Raiders,Good,,Todd Smith,False,Raiders,Knights,False,31:18,213.0,1667.0,573.0,4.0,23.0,10.0,26.0,842.0,27.0,13.0,1.0,1.0,7.0,90.0,3.35,71.0,89.07,5.0,25:19,184.0,1625.0,518.0,4.0,27.0,7.0,17.0,494.0,23.0,20.0,1.0,1.0,8.0,68.0,3.45,55.0,90.27,2.0
2024,1,regular,Warriors,Sharks,Good,,Peter Gough,False,Warriors,Sharks,True,29:44,234.0,1968.0,542.0,5.0,35.0,9.0,27.0,582.0,338.0,21.0,9.0,8.0,8.0,81.0,3.34,60.0,91.85,2.0,25:04,187.0,1473.0,533.0,4.0,21.0,5.0,17.0,639.0,369.0,35.0,11.0,8.0,8.0,76.0,3.47,94.0,88.49,3.0
2024,1,regular,Warriors,Sharks,Good,,Peter Gough,False,Sharks,Warriors,False,25:04,187.0,1473.0,533.0,4.0,21.0,5.0,17.0,639.0,369.0,35.0,11.0,8.0,8.0,76.0,3.47,94.0,88.49,3.0,29:44,234.0,1968.0,542.0,5.0,35.0,9.0,27.0,582.0,338.0,21.0,9.0,8.0,8.0,81.0,3.34,60.0,91.85,2.0
2024,1,regular,Storm,Panthers,Good,,Gerard Sutton,False,Storm,Panthers,True,33:46,210.0,1657.0,646.0,1.0,29.0,9.0,20.0,636.0,339.0,32.0,16.0,6.0,8.0,68.0,3.56,86.0,84.54,1.0,30:13,258.0,1939.0,587.0,3.0,32.0,23.0,22.0,521.0,344.0,29.0,12.0,9.0,8.0,74.0,3.54,71.0,88.21,0.0
2024,1,regular,Storm,Panthers,Good,,Gerard Sutton,False,Panthers,Storm,False,30:13,258.0,1939.0,587.0,3.0,32.0,23.0,22.0,521.0,344.0,29.0,12.0,9.0,8.0,74.0,3.54,71.0,88.21,0.0,33:46,210.0,1657.0,646.0,1.0,29.0,9.0,20.0,636.0,339.0,32.0,16.0,6.0,8.0,68.0,3.56,86.0,84.54,1.0
2024,1,regular,Eels,Bulldogs,Good,,Grant Atkins,False,Eels,Bulldogs,True,30:13,240.0,1700.0,632.0,4.0,28.0,16.0,25.0,656.0,7.0,265.0,4.0,4.0,1.0,89.0,3.42,71.0,90.75,4.0,20:59,156.0,1190.0,385.0,3.0,23.0,3.0,16.0,564.0,2.0,399.0,25.0,13.0,1.0,72.0,3.55,62.0,88.27,2.0
2024,1,regular,Eels,Bulldogs,Good,,Grant Atkins,False,Bulldogs,Eels,False,20:59,156.0,1190.0,385.0,3.0,23.0,3.0,16.0,564.0,2.0,399.0,25.0,13.0,1.0,72.0,3.55,62.0,88.27,2.0,30:13,240.0,1700.0,632.0,4.0,28.0,16.0,25.0,656.0,7.0,265.0,4.0,4.0,1.0,89.0,3.42,71.0,90.75,4.0
2024,1,regular,Titans,Dragons,Good,,Ziggy Przeklasa-Adamski,False,Titans,Dragons,True,26:23,179.0,1454.0,581.0,1.0,20.0,2.0,23.0,516.0,362.0,41.0,10.0,3.0,8.0,84.0,3.37,60.0,86.4,1.0,29:05,209.0,1714.0,634.0,6.0,41.0,10.0,19.0,502.0,318.0,20.0,15.0,5.0,8.0,78.0,3.46,82.0,93.53,5.0
2024,1,regular,Titans,Dragons,Good,,Ziggy Przeklasa-Adamski,False,Dragons,Titans,False,29:05,209.0,1714.0,634.0,6.0,41.0,10.0,19.0,502.0,318.0,20.0,15.0,5.0,8.0,78.0,3.46,82.0,93.53,5.0,26:23,179.0,1454.0,581.0,1.0,20.0,2.0,23.0,516.0,362.0,41.0,10.0,3.0,8.0,84.0,3.37,60.0,86.4,1.0
2024,1,regular,Dolphins,Cowboys,Good,,Chris Butler,False,Dolphins,Cowboys,True,25:00,185.0,1539.0,517.0,4.0,20.0,6.0,21.0,580.0,384.0,25.0,10.0,5.0,1.0,77.0,3.24,86.0,91.0,3.0,30:37,242.0,2074.0,681.0,7.0,25.0,10.0,23.0,654.0,311.0,20.0,8.0,3.0,0.0,88.0,3.27,50.0,89.88,7.0
2024,1,regular,Dolphins,Cowboys,Good,,Chris Butler,False,Cowboys,Dolphins,False,30:37,242.0,2074.0,681.0,7.0,25.0,10.0,23.0,654.0,311.0,20.0,8.0,3.0,0.0,88.0,3.27,50.0,89.88,7.0,25:00,185.0,1539.0,517.0,4.0,20.0,6.0,21.0,580.0,384.0,25.0,10.0,5.0,1.0,77.0,3.24,86.0,91.0,3.0
